iter	Passed	Remaining
320	24523	90071
321	24580	89924
322	24638	89781
323	24696	89640
324	24829	89766
325	24885	89618
326	24942	89470
327	24996	89317
328	25127	89435
329	25185	89293
330	25241	89146
331	25298	89000
332	25431	89123
333	25488	88979
334	25542	88827
335	25600	88685
336	25733	88807
337	25790	88663
338	25844	88512
339	25901	88370
340	26033	88483
341	26090	88342
342	26146	88197
343	26202	88052
344	26335	88166
345	26389	88016
346	26445	87873
347	26501	87730
348	26634	87842
349	26690	87698
350	26745	87552
351	26802	87413
352	26936	87524
353	26993	87385
354	27050	87247
355	27108	87113
356	27243	87226
357	27298	87081
358	27356	86947
359	27414	86811
360	27548	86919
361	27605	86781
362	27661	86641
363	27719	86509
364	27852	86610
365	27909	86474
366	27965	86333
367	28020	86194
368	28154	86294
369	28209	86153
370	28265	86014
371	28320	85874
372	28452	85969
373	28509	85834
374	28564	85693
375	28622	85562
376	28755	85655
377	28810	85518
378	28864	85374
379	28921	85241
380	29054	85332
381	29110	85199
382	29168	85069
383	29224	84932
384	29355	85017
385	29410	84879
386	29464	84739
387	29521	84607
388	29654	84693
389	29708	84554
390	29765	84423
391	29820	84288
392	29954	84374
393	30010	84244
394	30068	84114
395	30126	83988
396	30259	84072
397	30314	83936
398	30370	83805
399	30426	83674
400	30559	83752
401	30616	83624
402	30672	83494
403	30728	83361
404	30862	83441
405	30919	83314
406	30976	83186
407	31032	83056
408	31164	83131
409	31220	82999
410	31275	82868
411	31331	82739
412	31465	82816
413	31520	82684
414	31577	82558
415	31636	82436
416	31770	82511
417	31826	82383
418	31882	82254
419	31939	82129
420	32072	82200
421	32129	82074
422	32184	81945
423	32240	81817
424	32373	81885
425	32428	81756
426	32485	81632
427	32542	81508
428	32675	81575
429	32730	81445
430	32786	81319
431	32843	81195
432	32976	81261
433	33031	81132
434	33088	81010
435	33145	80886
436	33278	80950
437	33334	80824
438	33391	80702
439	33449	80582
440	33583	80647
441	33639	80522
442	33695	80398
443	33751	80273
444	33883	80330
445	33939	80207
446	33994	80081
447	34052	79963
448	34188	80027
449	34245	79906
450	34300	79780
451	34357	79659
452	34490	79716
453	34546	79595
454	34602	79472
455	34659	79350
456	34791	79403
457	34847	79280
458	34902	79158
459	34958	79036
460	35090	79087
461	35145	78962
462	35199	78838
463	35255	78718
464	35389	78770
465	35447	78653
466	35502	78530
467	35559	78413
468	35693	78465
469	35750	78346
470	35806	78227
471	35862	78106
472	35995	78155
473	36052	78038
474	36108	77919
475	36166	77803
476	36300	77851
477	36357	77735
478	36413	77616
479	36469	77496
480	36603	77543
481	36659	77425
482	36715	77307
483	36772	77191
484	36902	77228
485	36957	77107
486	37012	76989
487	37069	76874
488	37205	76920
489	37262	76806
490	37317	76688
491	37377	76578
492	37510	76619
493	37567	76504
494	37623	76387
495	37681	76274
496	37813	76312
497	37869	76195
498	37923	76074
499	37978	75957
500	38113	75998
501	38170	75884
502	38226	75769
503	38282	75652
504	38413	75686
505	38470	75572
506	38525	75454
507	38582	75342
508	38716	75378
509	38771	75262
510	38828	75148
511	38885	75036
512	39018	75070
513	39074	74955
514	39130	74842
515	39188	74731
516	39323	74767
517	39379	74654
518	39435	74539
519	39492	74428
520	39628	74464
521	39684	74351
522	39740	74237
523	39797	74126
524	39930	74156
525	39985	74041
526	40041	73927
527	40097	73816
528	40233	73849
529	40289	73737
530	40345	73624
531	40402	73514
532	40532	73536
533	40588	73423
534	40643	73310
535	40701	73202
536	40835	73230
537	40891	73118
538	40947	73007
539	41005	72897
540	41139	72925
541	41194	72812
542	41250	72701
543	41305	72588
544	41438	72613
545	41494	72501
546	41551	72392
547	41608	72282
548	41740	72303
549	41794	72191
550	41852	72083
551	41907	71971
552	42040	71994
553	42097	71884
554	42155	71778
555	42213	71671
556	42350	71699
557	42407	71591
558	42465	71484
559	42523	71378
560	42661	71407
561	42717	71297
562	42774	71189
563	42834	71086
564	42973	71115
565	43031	71010
566	43089	70903
567	43149	70801
568	43285	70823
569	43342	70716
570	43397	70607
571	43453	70497
572	43590	70519
573	43646	70411
574	43702	70304
575	43759	70196
576	43893	70214
577	43948	70104
578	44004	69996
579	44060	69889
580	44196	69908
581	44252	69801
582	44309	69693
583	44365	69587
584	44499	69601
585	44554	69492
586	44610	69385
587	44666	69279
588	44801	69294
589	44859	69190
590	44915	69082
591	44973	68979
592	45108	68993
593	45165	68888
594	45220	68780
595	45277	68675
596	45411	68688
597	45468	68582
598	45526	68479
599	45581	68372
600	45715	68382
601	45772	68279
602	45828	68172
603	45885	68068
604	46019	68078
605	46076	67974
606	46132	67868
607	46189	67764
608	46324	67774
609	46381	67670
610	46438	67567
611	46496	67465
612	46633	67477
613	46688	67371
614	46744	67266
615	46801	67162
616	46935	67169
617	46992	67066
618	47049	66964
619	47105	66860
620	47240	66867
621	47297	66763
622	47353	66660
623	47410	66557
624	47540	66557
625	47595	66451
626	47652	66349
627	47711	66249
628	47852	66263
629	47909	66161
630	47965	66057
631	48023	65956
632	48156	65958
633	48212	65854
634	48268	65751
635	48326	65650
636	48463	65657
637	48519	65554
638	48575	65451
639	48634	65352
640	48768	65354
641	48824	65251
642	48879	65147
643	48936	65046
644	49070	65047
645	49128	64946
646	49184	64845
647	49242	64744
648	49375	64743
649	49433	64643
650	49489	64542
651	49545	64440
652	49681	64442
653	49739	64341
654	49794	64238
655	49851	64137
656	49985	64136
657	50041	64034
658	50096	63931
659	50155	63833
660	50287	63829
661	50343	63727
662	50399	63626
663	50456	63526
664	50588	63520
665	50646	63421
666	50703	63321
667	50759	63220
668	50895	63219
669	50950	63117
670	51006	63017
671	51063	62917
672	51200	62916
673	51257	62817
674	51314	62717
675	51370	62617
676	51505	62613
677	51562	62513
678	51616	62411
679	51675	62314
680	51813	62312
681	51870	62214
682	51924	62112
683	51982	62013
684	52116	62007
685	52173	61908
686	52230	61809
687	52286	61710
688	52423	61706
689	52479	61606
690	52536	61507
691	52592	61408
692	52726	61400
693	52782	61300
694	52836	61199
695	52894	61101
696	53028	61092
697	53083	60992
698	53139	60893
699	53197	60797
700	53333	60789
701	53389	60690
702	53444	60590
703	53503	60495
704	53638	60486
705	53692	60385
706	53749	60287
707	53806	60190
708	53941	60179
709	53997	60082
710	54054	59984
711	54110	59885
712	54246	59876
713	54305	59781
714	54360	59682
715	54418	59586
716	54552	59574
717	54609	59477
718	54666	59380
719	54721	59282
720	54856	59269
721	54914	59173
722	54970	59076
723	55027	58979
724	55163	58967
725	55219	58870
726	55275	58773
727	55332	58676
728	55469	58665
729	55524	58566
730	55579	58469
731	55637	58374
732	55772	58359
733	55828	58262
734	55884	58165
735	55941	58069
736	56076	58055
737	56135	57960
738	56190	57863
739	56246	57766
740	56381	57751
741	56438	57655
742	56494	57559
743	56550	57463
744	56684	57445
745	56740	57348
746	56797	57253
747	56857	57161
748	56992	57144
749	57048	57048
750	57106	56954
751	57164	56860
752	57304	56847
753	57360	56751
754	57416	56656
755	57475	56563
756	57609	56543
757	57665	56448
758	57721	56352
759	57778	56257
760	57912	56238
761	57968	56142
762	58025	56048
763	58082	55953
764	58216	55933
765	58272	55838
766	58330	55744
767	58386	55649
768	58522	55630
769	58578	55535
770	58634	55440
771	58693	55348
772	58831	55330
773	58887	55235
774	58943	55140
775	59002	55049
776	59138	55028
777	59197	54936
778	59254	54842
779	59312	54750
780	59448	54728
781	59503	54633
782	59559	54539
783	59615	54444
784	59752	54424
785	59810	54331
786	59867	54238
787	59924	54144
788	60059	54122
789	60117	54029
790	60173	53935
791	60228	53840
792	60364	53818
793	60421	53724
794	60477	53631
795	60534	53537
796	60669	53514
797	60728	53423
798	60785	53330
799	60842	53236
800	60977	53212
801	61035	53120
802	61090	53026
803	61146	52933
804	61283	52909
805	61338	52815
806	61395	52722
807	61452	52629
808	61588	52605
809	61643	52511
810	61700	52418
811	61755	52324
812	61889	52297
813	61943	52203
814	62003	52113
815	62060	52021
816	62195	51994
817	62252	51902
818	62308	51809
819	62364	51716
820	62503	51692
821	62559	51600
822	62614	51506
823	62670	51414
824	62802	51383
825	62858	51290
826	62916	51200
827	62975	51110
828	63110	51082
829	63168	50991
830	63224	50899
831	63281	50807
832	63416	50779
833	63474	50688
834	63528	50594
835	63585	50503
836	63721	50474
837	63776	50382
838	63831	50289
839	63889	50198
840	64022	50167
841	64077	50075
842	64133	49983
843	64190	49892
844	64325	49862
845	64382	49770
846	64437	49678
847	64493	49586
848	64628	49556
849	64685	49465
850	64741	49374
851	64797	49282
852	64931	49250
853	64988	49160
854	65044	49068
855	65100	48977
856	65234	48945
857	65291	48854
858	65346	48762
859	65403	48672
860	65540	48641
861	65596	48550
862	65651	48459
863	65708	48368
864	65841	48334
865	65898	48244
866	65954	48153
867	66013	48064
868	66145	48029
869	66202	47939
870	66259	47849
871	66316	47760
872	66451	47726
873	66508	47636
874	66564	47545
875	66619	47455
876	66752	47419
877	66808	47329
878	66864	47238
879	66920	47148
880	67055	47113
881	67110	47023
882	67170	46935
883	67227	46846
884	67361	46810
885	67417	46720
886	67474	46631
887	67531	46541
888	67664	46504
889	67721	46415
890	67775	46324
891	67832	46235
892	67966	46199
893	68024	46110
894	68079	46019
895	68134	45929
896	68269	45893
897	68322	45802
898	68378	45712
899	68437	45624
900	68569	45586
901	68626	45497
902	68681	45407
903	68739	45319
904	68874	45282
905	68931	45193
906	68988	45104
907	69045	45016
908	69183	44981
909	69242	44893
910	69297	44803
911	69355	44715
912	69493	44679
913	69548	44590
914	69604	44501
915	69660	44412
916	69795	44373
917	69850	44284
918	69905	44194
919	69961	44105
920	70096	44067
921	70154	43979
922	70213	43892
923	70269	43804
924	70405	43765
925	70462	43677
926	70519	43589
927	70573	43500
928	70710	43461
929	70765	43372
930	70823	43284
931	70879	43197
932	71019	43159
933	71074	43071
934	71130	42982
935	71185	42894
936	71321	42853
937	71377	42765
938	71433	42677
939	71491	42590
940	71625	42548
941	71681	42461
942	71737	42372
943	71793	42285
944	71928	42243
945	71986	42156
946	72041	42068
947	72098	41981
948	72232	41938
949	72289	41851
950	72345	41764
951	72402	41677
952	72538	41635
953	72594	41548
954	72651	41460
955	72707	41373
956	72834	41326
957	72889	41238
958	72945	41150
959	73001	41063
960	73134	41019
961	73190	40932
962	73246	40844
963	73303	40757
964	73438	40714
965	73495	40627
966	73550	40540
967	73608	40454
968	73741	40409
969	73796	40321
970	73852	40235
971	73906	40146
972	74037	40100
973	74094	40014
974	74150	39927
975	74206	39840
976	74341	39795
977	74398	39709
978	74455	39623
979	74511	39536
980	74642	39490
981	74699	39403
982	74756	39317
983	74812	39230
984	74946	39185
985	75004	39099
986	75062	39014
987	75119	38928
988	75254	38882
989	75310	38796
990	75365	38709
991	75420	38622
992	75554	38576
993	75610	38489
994	75664	38402
995	75720	38316
996	75853	38268
997	75909	38183
998	75969	38098
999	76026	38013
1000	76159	37965
1001	76216	37880
1002	76273	37794
1003	76329	37708
1004	76464	37661
1005	76520	37575
1006	76575	37489
1007	76631	37403
1008	76766	37356
1009	76824	37271
1010	76880	37185
1011	76936	37099
1012	77072	37052
1013	77127	36966
1014	77184	36881
1015	77239	36795
1016	77373	36746
1017	77431	36661
1018	77486	36575
1019	77543	36491
1020	77675	36441
1021	77731	36355
1022	77788	36270
1023	77843	36185
1024	77979	36136
1025	78035	36051
1026	78090	35965
1027	78148	35881
1028	78283	35832
1029	78338	35746
1030	78395	35661
1031	78454	35578
1032	78586	35527
1033	78641	35442
1034	78698	35357
1035	78755	35272
1036	78889	35222
1037	78945	35137
1038	79001	35052
1039	79057	34967
1040	79193	34918
1041	79248	34832
1042	79304	34747
1043	79360	34663
1044	79497	34613
1045	79552	34528
1046	79609	34444
1047	79664	34359
1048	79801	34309
1049	79855	34223
1050	79912	34139
1051	79968	34054
1052	80105	34004
1053	80163	33921
1054	80219	33836
1055	80275	33752
1056	80411	33701
1057	80467	33616
1058	80521	33531
1059	80578	33447
1060	80713	33395
1061	80768	33311
1062	80825	33227
1063	80883	33143
1064	81018	33092
1065	81075	33008
1066	81130	32923
1067	81185	32839
1068	81320	32786
1069	81378	32703
1070	81433	32619
1071	81490	32535
1072	81625	32482
1073	81681	32398
1074	81738	32315
1075	81795	32231
1076	81930	32178
1077	81987	32095
1078	82042	32011
1079	82099	31927
1080	82236	31875
1081	82292	31791
1082	82347	31707
1083	82405	31624
1084	82541	31571
1085	82597	31487
1086	82654	31404
1087	82709	31320
1088	82845	31266
1089	82901	31182
1090	82957	31099
1091	83014	31016
1092	83149	30962
1093	83205	30878
1094	83259	30794
1095	83315	30711
1096	83445	30654
1097	83501	30571
1098	83558	30488
1099	83614	30405
1100	83748	30350
1101	83806	30267
1102	83863	30184
1103	83921	30102
1104	84054	30046
1105	84111	29963
1106	84168	29880
1107	84224	29797
1108	84357	29742
1109	84413	29658
1110	84469	29575
1111	84526	29492
1112	84661	29437
1113	84717	29354
1114	84774	29271
1115	84829	29188
1116	84961	29131
1117	85019	29049
1118	85074	28966
1119	85133	28884
1120	85265	28827
1121	85321	28744
1122	85376	28661
1123	85432	28578
1124	85567	28522
1125	85623	28439
1126	85681	28357
1127	85738	28275
1128	85872	28218
1129	85928	28135
1130	85985	28053
1131	86043	27971
1132	86176	27914
1133	86233	27832
1134	86289	27749
1135	86346	27667
1136	86481	27610
1137	86538	27528
1138	86594	27445
1139	86650	27363
1140	86784	27305
1141	86840	27223
1142	86896	27140
1143	86954	27059
1144	87088	27001
1145	87146	26919
1146	87200	26836
1147	87257	26754
1148	87391	26696
1149	87447	26614
1150	87504	26532
1151	87563	26451
1152	87697	26392
1153	87751	26310
1154	87808	26228
1155	87866	26147
1156	87999	26088
1157	88056	26006
1158	88112	25924
1159	88168	25842
1160	88302	25783
1161	88359	25701
1162	88415	25619
1163	88473	25538
1164	88609	25479
1165	88666	25398
1166	88721	25316
1167	88778	25234
1168	88911	25175
1169	88969	25093
1170	89025	25012
1171	89083	24931
1172	89217	24871
1173	89272	24789
1174	89328	24707
1175	89384	24626
1176	89517	24565
1177	89573	24484
1178	89629	24402
1179	89686	24321
1180	89818	24260
1181	89877	24180
1182	89933	24098
1183	89990	24017
1184	90125	23957
1185	90181	23876
1186	90237	23794
1187	90293	23713
1188	90428	23652
1189	90486	23572
1190	90541	23490
1191	90598	23409
1192	90732	23348
1193	90788	23267
1194	90842	23185
1195	90898	23104
1196	91034	23043
1197	91091	22963
1198	91147	22881
1199	91204	22801
1200	91334	22738
1201	91391	22657
1202	91447	22576
1203	91505	22496
1204	91636	22433
1205	91691	22352
1206	91747	22271
1207	91804	22191
1208	91937	22128
1209	91995	22048
1210	92050	21967
1211	92106	21886
1212	92239	21824
1213	92295	21743
1214	92350	21662
1215	92406	21581
1216	92541	21519
1217	92597	21438
1218	92652	21357
1219	92711	21278
1220	92848	21215
1221	92905	21135
1222	92961	21054
1223	93018	20974
1224	93153	20912
1225	93208	20831
1226	93264	20750
1227	93321	20670
1228	93455	20607
1229	93512	20527
1230	93568	20446
1231	93625	20366
1232	93757	20302
1233	93813	20222
1234	93869	20142
1235	93927	20062
1236	94061	19998
1237	94117	19918
1238	94172	19837
1239	94229	19757
1240	94354	19691
1241	94410	19611
1242	94466	19531
1243	94524	19451
1244	94655	19387
1245	94712	19307
1246	94766	19226
1247	94822	19146
1248	94957	19082
1249	95013	19002
1250	95069	18922
1251	95128	18843
1252	95261	18778
1253	95320	18699
1254	95376	18619
1255	95431	18539
1256	95568	18475
1257	95625	18395
1258	95681	18315
1259	95736	18235
1260	95871	18170
1261	95927	18090
1262	95982	18010
1263	96038	17931
1264	96168	17865
1265	96225	17785
1266	96282	17706
1267	96338	17626
1268	96474	17561
1269	96530	17481
1270	96588	17402
1271	96645	17323
1272	96778	17257
1273	96835	17178
1274	96893	17098
1275	96949	17019
1276	97084	16953
1277	97140	16874
1278	97197	16794
1279	97253	16715
1280	97389	16649
1281	97446	16570
1282	97505	16491
1283	97563	16412
1284	97701	16346
1285	97758	16267
1286	97815	16188
1287	97872	16109
1288	98009	16043
1289	98067	15964
1290	98122	15885
1291	98178	15805
1292	98315	15739
1293	98374	15660
1294	98429	15581
1295	98487	15502
1296	98622	15435
1297	98680	15357
1298	98735	15277
1299	98794	15199
1300	98931	15132
1301	98987	15053
1302	99042	14974
1303	99101	14895
1304	99234	14828
1305	99290	14749
1306	99348	14670
1307	99404	14591
1308	99541	14524
1309	99597	14445
1310	99653	14366
1311	99710	14287
1312	99844	14220
1313	99899	14141
1314	99958	14062
1315	100015	13983
1316	100150	13916
1317	100207	13837
1318	100263	13758
1319	100321	13680
1320	100455	13612
1321	100511	13533
1322	100568	13454
1323	100624	13376
1324	100760	13308
1325	100815	13229
1326	100871	13150
1327	100926	13071
1328	101062	13003
1329	101119	12925
1330	101175	12846
1331	101233	12768
1332	101363	12698
1333	101419	12620
1334	101475	12541
1335	101534	12463
1336	101670	12395
1337	101728	12316
1338	101785	12238
1339	101842	12160
1340	101975	12091
1341	102031	12012
1342	102087	11934
1343	102144	11856
1344	102281	11787
1345	102337	11708
1346	102394	11630
1347	102450	11552
1348	102583	11482
1349	102639	11404
1350	102694	11326
1351	102750	11247
1352	102882	11177
1353	102938	11099
1354	102996	11021
1355	103055	10943
1356	103188	10873
1357	103243	10795
1358	103300	10717
1359	103356	10639
1360	103491	10569
1361	103549	10491
1362	103606	10413
1363	103660	10335
1364	103793	10265
1365	103851	10187
1366	103911	10109
1367	103967	10031
1368	104103	9961
1369	104158	9883
1370	104215	9805
1371	104273	9728
1372	104406	9657
1373	104463	9579
1374	104517	9501
1375	104574	9423
1376	104708	9353
1377	104765	9275
1378	104821	9197
1379	104877	9119
1380	105011	9048
1381	105066	8970
1382	105122	8893
1383	105179	8815
1384	105314	8744
1385	105371	8666
1386	105431	8589
1387	105492	8512
1388	105630	8441
1389	105686	8363
1390	105746	8286
1391	105803	8208
1392	105940	8137
1393	105998	8060
1394	106054	7982
1395	106114	7905
1396	106252	7833
1397	106310	7756
1398	106368	7679
1399	106427	7601
1400	106564	7530
1401	106620	7452
1402	106677	7375
1403	106735	7298
1404	106870	7226
1405	106927	7148
1406	106983	7071
1407	107039	6994
1408	107176	6921
1409	107233	6844
1410	107289	6767
1411	107347	6690
1412	107481	6617
1413	107536	6540
1414	107592	6463
1415	107651	6386
1416	107789	6313
1417	107848	6236
1418	107905	6159
1419	107964	6082
1420	108097	6009
1421	108155	5932
1422	108212	5855
1423	108271	5778
1424	108403	5705
1425	108457	5628
1426	108512	5551
1427	108569	5474
1428	108700	5400
1429	108758	5323
1430	108814	5246
1431	108871	5169
1432	109005	5096
1433	109061	5019
1434	109118	4942
1435	109175	4865
1436	109310	4792
1437	109366	4715
1438	109424	4638
1439	109480	4561
1440	109613	4488
1441	109668	4411
1442	109724	4334
1443	109779	4257
1444	109914	4183
1445	109968	4106
1446	110025	4029
1447	110082	3953
1448	110214	3879
1449	110272	3802
1450	110330	3725
1451	110387	3649
1452	110521	3575
1453	110578	3498
1454	110636	3421
1455	110693	3345
1456	110826	3270
1457	110882	3194
1458	110940	3117
1459	110997	3041
1460	111132	2966
1461	111187	2889
1462	111243	2813
1463	111302	2736
1464	111434	2662
1465	111491	2585
1466	111546	2509
1467	111602	2432
1468	111736	2357
1469	111793	2281
1470	111848	2205
1471	111904	2128
1472	112036	2053
1473	112091	1977
1474	112148	1900
1475	112204	1824
1476	112338	1749
1477	112393	1672
1478	112449	1596
1479	112508	1520
1480	112641	1445
1481	112695	1368
1482	112753	1292
1483	112809	1216
1484	112944	1140
1485	113000	1064
1486	113058	988
1487	113115	912
1488	113246	836
1489	113301	760
1490	113358	684
1491	113414	608
1492	113548	532
1493	113603	456
1494	113659	380
1495	113715	304
1496	113848	228
1497	113904	152
1498	113959	76
1499	114014	0
